"Sentiment","TweetText"
"irrelevant","Mit einfachen Mittel gegen #Facebook & #Google+  so die Strategie von Costolo  CEO von #Twitter http://t.co/C1f5dAnO #SocialMedia"
"positive","Finally got my iPhone 4S  thanks @Apple. Stupid @att. Learned my lesson."
"neutral","@msantram I want @apple to integrate Siri with @Quora."
"irrelevant","Le Galaxy Nexus a l'air bien sympa et #ICS bien repensé. Reste à voir les tests ... #google #android"
"irrelevant","Cupom Google AdWords +
"negative","Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!"
"neutral","RT @NeowinFeed: Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin"
"neutral","RT @Xo_Rosibel_: HEY EVERYBODY THAT HAS A #TWITTER FOLLOW ME NOWW @Aye_Cassandra @TeenSwagQuotess @_FcknJane @autumn_tarbania @Ayoo_Mari ..."
"neutral","#Oomf dnt start dis sh*t on #twitter"
"irrelevant","The ARM Cortex-A9 Processors pdf ebook:  http://t.co/F8mSgjgF #google"
"neutral","#Nokia 800 Renders Revealed http://t.co/K3txY6JZ #mobilenews #android #gingerbread #microsoft #nokia800 #nokian9"
"neutral","Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Google Mobile blog)
"irrelevant","Regístrate para asistir este 8 de noviembre al lanzamiento de #Microsoft Dynamics AX 2012 http://t.co/txHEoInE"
"neutral","RT @qmatteoq: Leaving for #smau : I'll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!"
"irrelevant","Nouvelle application Contacts : les connections Linkedin  Twitter.. sont enfin intégrées ! #google #nexusprime"
"neutral","@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either"
"neutral","#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149€ nur 89 99€ - http://t.co/YLlITFAt"
"irrelevant","Ich glaube  ich habe mich gut auf die Prüfung morgen vorbereitet. #Microsoft #MCITP #HyperV"
"neutral","#Microsoft #Search Idea Could Let You Search Like Miley http://t.co/JoMucrMb"
"neutral","@obsexxed69 got one of the dopest blogs on #Twitter and #Tumblr...#RealTalk"
"neutral","I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol"
"neutral","#twitter; for those statuses you'd never post on #facebook"
"irrelevant","a mimir Nos leemos mañanaa #Twitter Off"
"neutral","Microsoft CEO says company got lucky when Yahoo deal fell apart #microsoft #steveballmer http://t.co/qGxn8d2l"
"neutral","@Apple why no Macbook mirroring onto AppleTV via #Airplay?"
"neutral","#Win an @Apple iPod Touch from @Mommy_gaga  get the @Pampers Hello World Baby Memories App! http://t.co/nDRpciY9 #PampersHelloApps"
"neutral","Not even the Durban rain can stop the part. Prime Circle rocking  #Microsoft #techedafrica"
"irrelevant","Android Beam: Compartilhamentovia NFC  #icecreamsandwich #galaxynexus #google #samsung"
"neutral","Steve Jobs' unconventional #leadership secret - ACC SmartBrief: http://t.co/CY6VxRnF &gt; @Apple #sm #HR #NEHRA"
"neutral","#Microsoft and #Nokia Announce suite of ‘Microsoft Apps’ for Nokia’s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75"
"neutral","My #twitter age is 1 year 148 days 1 hour 15 minutes 56 seconds. Find out yours at http://t.co/hcR3FSpD #twittertime"
"neutral","@AtlantaSnoop yea I've seen my #location waaaay off on #google sites. Not a big deal but still strange. #spookygoogle"
"irrelevant","@nestorrom77 majeeee yo cuando reuna bastante pisto me voy a comprar los que usa @davidguetta puuuuuta son tan vergones buscalos en #google"
"irrelevant","RT @NielsMoelard: En daar gaan we weer: *pakt vergrootglas erbij* zoeken naar die leuke nieuwe collega! http://t.co/jy7fBeID #vacature # ..."
"negative","@apple give me my apps back!!!"
"neutral","#microsoft #volume 1 #microsoft powerpoint #procedural syntax http://t.co/InQbcG68 GO! with Microsoft PowerPoint 2007 Volume 1"
"neutral","“@GeeCloud: Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit�? @SoftlinePastel"
"positive","My 100 tweet goes to #twitter . Thanks for providing me with another way of keeping me busy during school!"
"neutral","New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/FYyIIMIX #VARs #phones"
"neutral","1st public test release for the Roslyn project. http://t.co/0j9ly9Y8 giving APIs to the C# compiler (and visual basic but ..;). #microsoft"
"neutral","RT @ChrisPirillo: Tired of those spammy Twitter DMs? http://t.co/atMIoMoO #twitter #spam"
"irrelevant","Excelente. Proximo cel? RT @Giuliano3G: Presentanción #Android 4.0 y Samsung Nexus Prime - http://t.co/8l9vzqgn #Google. (Se jodió #iOS5)"
"irrelevant","Oja  ik ben gelijk al mijn apps kwijt bedankt @apple ."
"neutral","#Microsoft researchers want to turn your hand into a touchscreen: http://t.co/UoPSyLTO | #Institute #University #accuracy #applications"
"irrelevant","Microsoft Security Essential�?�定義ファイル�?�アップデート�?��?��?��?�：1.115.131.0 &gt; http://t.co/8K7uMmFZ #Microsoft"
"neutral","@winnipeg_rt @andkatmy #Winnipeg needs better local news coverage  tired of not being in the know Thanks #twitter"
"neutral","Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve"
"irrelevant","Ice Cream Sandwich: Android 4.0 gepresenteerd http://t.co/gscupQUV via @TabletGuide_NL #android #tablet #google"
"irrelevant","Cachando que @markrussinovich  aparte de ser un maestro #geek  también escribe novelas http://t.co/OcTuUYlo #microsoft"
"neutral","Is Google planning to launch its own iTunes rival? - The Times of India http://t.co/1x73o5Yz #google"
"neutral","I wishh #twitter would tell me who retweets my stuff."
"irrelevant","#putamadre hay gente que pasa todo el día poniendo sus  problemas de amor cada 5 minutos en #FB consiganse una cuenta de #twitter losers!"
"neutral","Google releases 50 new features for presentations in Google Docs: Google is rolling out a s... http://t.co/HkCBc7pm #google+ #googleplus"
"neutral","#ICS putting people at the heart? You have GOT to be joking #Google. Now even copying slogans? Ah I get it  THOSE are not patented ;)"
"neutral","#LOL #google http://t.co/aeJ1Vrgj"
"irrelevant","@NattaliaAlba mejor consulta ana y mia en #google hahahha(:"
"positive","RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ..."
"neutral","#seguridadparatodos is using #Microsoft #Security #Essentials and you? (thx @msftsecresponse) - Our analysis [Spanish] http://t.co/hUt3FQyA"
"negative","#Microsoft just bought #Skype officially. So how's the future of #Skype on any other devices/operating systems? :("
"irrelevant","·Bueno #twitter #OoF q paSen Buenas nOChe...!! @rubioCoTiZe #Acuerdese ya tah buenOh haha xD"
"irrelevant","Para los que tenemos un #GalaxySII  no se preocupen... está 99% confirmado que tendremos #Android 4.0 en este GRANDIOSO terminal. #Google"
"negative","Oh how much do I loathe #microsoft??? An hour to 'configure updates' which it is then unable to do so another 20 mins 'reverting changes'..."
"neutral","How to use Google Alerts to... http://t.co/crMAaAGQ #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning"
"neutral","the marijuana loud so the hoes follow like #Twitter"
"positive","#twitter is jumpin as usual :)"
"neutral","Will @Apple's Mac ever properly be used in the financial markets or is it purely a creatives device? Shift from IBM to Mac? #finpanther"
"neutral","@Apple's #Siri is great but #Google #Android always had that functionality youtu.be/gGbYVvU0Z5s #justsaying"
"neutral","CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary  everyday surfaces (via @andretelles) » http://t.co/fEB4uIMr"
"neutral","@apple karaoke ceel w/ @nandamaulida @putriasmara @galuhoktriana @milatus :p"
"neutral","Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/a0wncHmI"
"negative","@theresamarosy haha k  thought everybody knew #Microsoft sucks."
"irrelevant","#Microsoft lanza sitio oficial de #Skype http://t.co/1WDCJldZ"
"irrelevant","@chefreggie06 @rolandsmartin @Apple get ready Tampa Bay the Martin's are coming to town! Bring it on Buccaneers!"
"neutral","#Infosys  #Microsoft team up to offer #cloud #services - http://t.co/9dEVf9Tz"
"neutral","What to Consider When Migrating to #Microsoft Exchange 2010: http://t.co/jmyt6myL #yousendit booth 624 #gartnersym"
"irrelevant","PartyLiveFree #TWITTER FOLLOWERS  #FACEBOOK LIKES  YOUTUBE VIEWS  EMAIL BLASTS  ETC. #getmorefacebookfanpagelikes"
"neutral","Personal-finance #security #startup @BillGuard raises $10mn from #KhoslaVentures  Peter Thiel’s @FoundersFund n #Google http://t.co/UdlOQFsA"
"positive","Infinite Spiral Bookcase for #Google Books looks amazing  interested to see where it is headed: http://t.co/RXWD6sN8"
"negative","#Microsoft knows how to kick off an opening  but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w"
"irrelevant","RT @laurentalbaret: [2.0] La recherche cryptée (sur #Google) étendue aux utilisateurs connectés à un service Google http://t.co/K8oalek2"
"neutral","@Apple please put the Tab button back in Pages for iPad. That hold my finger down  wait for the insert tab  then touch that for the tab. SMH"
"neutral","Soooooo @VerizonWireless... All eyes on you! When can we order? #Nexus #Samsung #Google #ICS"
"neutral","RT @danysaadia: @ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?"
"neutral","#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple"
"irrelevant","Ehhhh-.- yOO Diiqooo lO que quiierooo xk es Miii #Twitter :("
"neutral","RT @HersheyTech: @tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #M ..."
"positive","Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing  because you are doing it well! http://t.co/ZZc6bE0w"
"positive","Very nice trivia game by #Google. Helps you use their search better http://t.co/c5Tu3dZK #fb"
"irrelevant","「益若�?��?��?��?「塩麹�?「マツコ富士�?�?��?��?最新�?�Google急上昇ワード�?��??れ�?�関連�?�るAmazon商�?�?��?��?�ら�?��?ェック�?→ http://t.co/pjCyxd9J #google #amazon"
"negative","Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s"
"neutral","#Android #Google What’s New in Ice Cream Sandwich Android 4.0 http://t.co/z76pv0QV #DhilipSiva"
"irrelevant","@EddDarkfawn Eso digo yo! pa estar uno emboltijado viendo pelis de terror y no bajando los canastos en #Twitter! ajajajajaja"
"negative","RT @leiboaz: Wow  worst @apple customer service experience ever. Arrogant and inept. Bad combo  Biltmore Apple store."
"neutral","Chrome Experiment - WebGL Bookcase - http://t.co/1GNsOwmu #Google"
"irrelevant","閉鎖�?�ゃ�?��??�?��?�??�?��??りストリーム�?��??映�?��??るよ�?��?��?��?��??れる�?��?�り�?��?��?�ん�?��?��?��?�〜。&gt;&gt; グーグル�?「Google Buzz�?を閉鎖--「Google+�?�?��?�完全 http://t.co/mOfsDfFq  #google #buzz"
"neutral","@iancollinsuk @Apple what's incredible  is that people still buy into apple as world beater's.....not true anymore."
"irrelevant","Que buenas frases que hay en #twitter me parece que voy a hacer un libro! jaja"
"neutral","Google updates Nexus site with Galaxy Nexus details http://t.co/LaSn4ol0  #android #google"
"irrelevant","#Google y #Samsung presentan #NexusGalaxy el #Android más #potente del #mercado y el primero en llevar el nuevo #I http://t.co/FYw5K9g7"
"neutral","#Microsoft Boxes Up Two New Xbox 360 Holiday Bundles: With the holiday season just around the… http://t.co/cHyXxdI2"
"neutral","And thanks to TWIT's AAA crew for the live coverage of the #Google / Samsung announcement!"
"positive","I lovee #Twitter   #swaag!"
"positive","There is no social media without #Twitter... Who could be #Twitterless?"
"neutral","#Job #ICT System Administrator Windows: GSI Consultants  Zug http://t.co/96Vi7GIu #Microsoft #IT"
"irrelevant","@majufedz @EliasMM me retiro otro dia compartimos nuestras #leccionesparalavida con el mundo de #twitter jajaja"
"neutral","#Samsung #Google announce new phone and then the #Apple #AppleStore goes down.
"neutral","How to install Windows 7 – What to do before start [Part 2]: http://t.co/vvaslUmA via @Pureinfotech #win7 #tech #software #backup #microsoft"
"irrelevant","#google Jeux d’été 2012 robes du soir 57e empire: Jeux d’été 2012 robes Empire robe de soirée  robe d... http://t.co/zMD42jJJ #wikileaks"
"irrelevant","#epicfail @apple bij upgraden naar IOS5 instellingen kwijt en ebooks verloren. het kost me dus geld zo'n upgrade  WAARDELOOS!"
"negative","I am so done with @Att and @apple 's profitering and lack of customer service  so fucking down with both!!!"
"neutral","RT @robakk: Start your private cloud fast with the new HP VirtualSystem for Microsoft http://t.co/XEzz42Z2 #HP #Microsoft #HyperV #Syste ..."
"irrelevant","Salut les twittos! Un petit résumé de cet conf' ? :) #ICS #GOOGLE"
"neutral","#Microsoft are patenting applying personas of celebrities to #Bing results http://t.co/JBmsaU6O"
"irrelevant","#Microsoft Engineer (VM Ware)  19/10/2011  #Vacatures  #Carrière.
"neutral","@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess"
"irrelevant","@aleExlima93 si voz lo que me perdi  pero almenos lo disfrute  #twitter lo mejor"
"irrelevant","sail phoenix next stop----&gt; after quimera rock @apple house"
"negative","Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/2iJK0VB3"
"neutral","#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc"
"positive","The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple"
"neutral","#Kinect -projector makes all surfaces touchscreen #ar #touch #microsoft #xbox360 #gaming #games  http://t.co/67CMvCki"
"neutral","#Google announces dates for 2012 IO http://t.co/90xoKyQN"
"irrelevant","Das neue #Google #Galaxy #Nexus haut mich nicht so sehr vom Hocker. Ist meiner Meinung nach nur ein wenig besser als das #SGS2."
"neutral","Rumor: New screen sizes  specs coming to Windows Phones #windowsphone #microsoft: A rumor has surfaced that sugg... http://t.co/wHDrAQO4"
"neutral","#iMessage is here wid iOS5 RIP #BBM @cultofmac @apple"
"irrelevant","#google Google anuncia Galaxy Nexus com Android 4.0 http://t.co/WplTBVS3 http://t.co/WsfevVd4"
